GST_ID_NO,Weight,GST_Cereal,GST_Other,GST_Total
720991202,1084,46,2425,2471
720991203,1084,40,1992,2032
720991204,1084,39,1998,2037
720991205,1084,40,2515,2555
720991206,1084,50,2144,2194
720991301,2900,30,1426,1455
720991302,2900,77,4009,4086
721001101,226,33,2715,2748
721001201,34,110,3579,3689
721001202,34,106,5595,5701
721001301,2646,186,4584,4770
721002101,2939,66,2985,3052
721002201,3527,49,16339,16388
721002202,3527,78,3473,3550
721002301,16461,32,1174,1206
721011101,613,39,20269,20308
721011201,2819,36,1903,1938
721011202,2819,64,4338,4402
721011301,1532,23,748,772
721012101,2451,33,3298,3331
721012201,8579,2,229,231
721012202,8579,29,4382,4411
721012301,10785,21,911,932
721021101,464,83,3928,4012
721021201,2421,139,2333,2472
721021202,2421,67,1768,1836
721021301,103,65,3902,3967
721022101,2318,38,2177,2215
721022201,9788,41,2378,2419
721022202,9788,65,2903,2968
721022301,4121,51,2144,2195
721031101,282,106,4685,4791
721031201,508,102,8040,8142
721031202,508,54,3076,3130
721031301,3275,46,3998,4044
721032101,2541,30,1974,2004
721032201,2922,39,13726,13764
721032202,2922,65,2572,2637
721032301,20325,80,3064,3144
721041101,906,41,6133,6174
721041201,5390,59,2451,2510
721041202,5390,42,2687,2728
721041301,725,30,1676,1707
721042101,2718,94,7183,7277
721042201,13452,42,4274,4317
721042202,13452,56,4148,4204
721042301,2174,31,3382,3413
721051101,132,87,8265,8352
721051201,1837,46,1568,1614
721051202,1837,23,587,610
721051301,463,44,1838,1882
721052101,2119,71,4373,4444
721052201,6621,108,3226,3334
721052202,6621,61,4030,4092
721052301,12978,59,3578,3637
721061101,111,56,1419,1475
721061201,1478,28,689,717
721061202,1478,56,2168,2224
721061301,1700,65,1814,1879
721062101,2328,112,3089,3201
721062201,5562,45,5793,5838
721062202,5562,60,2141,2201
721062301,13971,59,1989,2048
721071101,1144,52,3495,3546
721071102,1144,30,1159,1188
721071201,4631,14,853,867
721071202,4631,53,3903,3956
721071203,4631,38,1491,1528
721071204,4631,49,1358,1407
721071301,6289,86,6832,6918
721071302,6289,32,2983,3015
721081201,188,30,1606,1635
721081202,188,63,1633,1696
721081203,188,10,935,945
721081301,1541,62,2573,2634
721082101,269,118,3152,3270
721082201,6983,4,861,865
721082202,6983,2,1019,1021
721082301,25246,67,2646,2712
721091101,208,18,1833,1851
721091201,758,32,948,979
721091202,758,71,2247,2318
721091301,768,86,1701,1786
721092101,2491,45,4809,4855
721092201,12706,14,582,596
721092202,12706,48,4282,4330
721092301,1993,54,3909,3962
721101101,400,30,4216,4246
721101201,741,40,2891,2931
721101202,741,16,752,768
721101301,2922,16,612,628
721102101,2002,14,25255,25269
721102201,3303,36,2408,2444
721102202,3303,36,3406,3442
721102301,10809,8,975,983
721111101,43,44,1510,1554
721111201,416,48,1115,1163
721111202,416,12,451,462
721111301,584,40,1569,1609
721112101,994,67,2403,2470
721112201,10067,45,1496,1541
721112202,10067,54,2688,2742
721112301,8949,35,853,888
721121101,867,66,4897,4963
721121102,867,42,2193,2235
721121201,2774,38,5084,5122
721121202,2774,64,5573,5638
721121203,2774,20,503,523
721121204,2774,43,2374,2418
721121301,11965,38,885,923
721121302,11965,45,2025,2070
721131101,343,69,4624,4693
721131201,1619,61,2002,2064
721131202,1619,71,2526,2597
721131301,1325,61,2466,2528
721132101,1766,61,4739,4800
721132201,785,49,1603,1652
721132202,785,48,1539,1587
721132301,11382,42,1985,2027
721141101,51,83,8710,8793
721141201,967,22,868,889
721141202,967,50,6616,6666
721141301,63,41,1547,1588
721142101,2656,40,2692,2732
721142201,2788,56,3253,3308
721142202,2788,33,1223,1256
721142301,29477,41,3671,3712
721151101,578,26,3089,3115
721151201,2081,41,6809,6851
721151202,2081,77,4351,4428
721151301,4625,41,1806,1848
721152101,2313,,1130,0
721152201,7979,,1229,0
721152202,7979,31,1430,1461
721152301,19427,30,931,960
721161101,406,34,1803,1837
721161201,771,40,1792,1833
721161202,771,34,1356,1391
721161301,7222,63,2700,2762
721162101,2434,46,5354,5399
721162201,9737,56,6372,6428
721162202,9737,29,927,956
721162301,2434,148,24072,24221
721171101,114,50,2925,2975
721171201,343,54,2822,2875
721171202,343,32,2183,2215
721171301,2769,48,1661,1708
721172101,2014,57,2532,2589
721172201,6546,43,1643,1687
721172202,6546,44,1447,1491
721172301,20141,63,2181,2244
721181101,187,158,11570,11727
721181201,374,65,3264,3329
721181202,374,9,303,312
721181301,1952,66,1563,1629
721182101,2284,71,6725,6796
721182201,5253,97,5055,5152
721182202,5253,27,1647,1673
721182301,10278,36,1983,2020
721191101,279,80,5922,6002
721191201,1394,35,1554,1588
721191202,1394,43,2212,2255
721191301,725,48,1919,1966
721192101,2259,80,5477,5558
721192201,9537,30,1192,1222
721192202,9537,45,1737,1782
721192301,11294,32,1894,1927
721201101,614,50,3477,3526
721201102,614,50,2766,2815
721201201,960,34,880,914
721201202,960,4,319,323
721201203,960,41,1138,1179
721201204,960,26,2388,2413
721201301,11059,29,1230,1260
721201302,11059,39,2727,2766
721211101,500,54,4377,4432
721211201,2875,23,1153,1176
721211202,2875,7,582,589
721211301,7624,24,823,847
721212101,1250,140,7346,7486
721212201,4374,32,1503,1534
721212202,4374,50,2266,2317
721212301,11748,47,2677,2723
721221101,295,45,3121,3166
721221201,1871,26,1171,1197
721221202,1871,85,1861,1946
721221301,5317,24,951,975
721222101,591,29,3430,3459
721222201,3446,52,3023,3074
721222202,3446,40,1234,1274
721222301,10635,26,781,806
721231101,530,18,2531,2550
721231102,530,36,4033,4069
721231201,971,17,946,963
721231202,971,15,1443,1458
721231203,971,1,146,147
721231204,971,11,622,633
721231301,5208,47,2948,2995
721231302,5208,40,3159,3200
721241101,869,36,5151,5187
721241102,869,42,8747,8789
721241201,2319,48,2928,2975
721241202,2319,45,2704,2749
721241203,2319,21,2475,2496
721241204,2319,46,2046,2092
721241301,6473,34,1997,2032
721241302,6473,22,1096,1118
721251101,316,72,17641,17713
721251201,457,21,2014,2036
721251202,457,38,4197,4235
721251301,3123,51,2224,2275
721252101,505,61,2380,2442
721252201,1388,22,748,770
721252202,1388,49,4179,4228
721252301,27764,10,398,407
721261101,182,80,4844,4924
721261201,1123,23,1603,1626
721261202,1123,55,1939,1994
721261301,3400,26,1068,1094
721262101,1275,58,4786,4845
721262201,4371,20,1328,1348
721262202,4371,16,1054,1070
721262301,9106,46,2929,2976
721271101,855,60,6394,6454
721271102,855,64,3688,3752
721271201,4152,39,1632,1671
721271202,4152,18,1300,1318
721271203,4152,38,1968,2006
721271204,4152,30,1768,1799
721271301,6717,24,1542,1566
721271302,6717,47,1695,1742
721281101,445,116,2758,2874
721281201,2848,35,1299,1334
721281202,2848,39,1950,1989
721281301,1424,41,1177,1218
721282101,534,82,2505,2587
721282201,2848,112,2386,2498
721282202,2848,109,2164,2273
721282301,8543,49,1042,1091
721291101,111,28,1888,1916
721291201,299,70,2622,2692
721291202,299,37,1762,1799
721291301,820,40,1554,1593
721292101,2127,35,3370,3405
721292201,11342,37,1704,1741
721292202,11342,37,1751,1788
721292301,9924,30,1180,1211
721301101,317,45,2074,2119
721301201,634,29,1040,1069
721301202,634,76,1498,1573
721301301,5571,56,1711,1766
721302101,1359,44,5419,5463
721302201,3510,48,2380,2428
721302202,3510,68,6702,6770
721302301,14494,37,812,848
721311101,344,68,6179,6248
721311201,1067,45,2855,2900
721311202,1067,60,3181,3242
721311301,2617,69,3328,3397
721312101,2169,37,2106,2143
721312201,8195,64,4750,4814
721312202,8195,47,3315,3362
721312301,12052,41,1660,1700
721321101,247,36,7723,7759
721321201,1757,9,13301,13311
721321202,1757,30,3712,3742
721321301,686,29,3285,3314
721322101,1647,54,3224,3278
721322201,16880,16,1747,1763
721322202,16880,38,3980,4017
721322301,10979,67,5242,5309
721331101,1055,38,1588,1625
721331102,1055,10,460,470
721331201,2638,46,1275,1321
721331202,2638,52,2412,2465
721331203,2638,41,7258,7300
721331204,2638,74,964,1037
721331301,10339,57,1970,2027
721331302,10339,23,1067,1091
721341101,382,73,8675,8748
721341201,1183,50,2025,2075
721341202,1183,57,5773,5830
721341301,3243,53,5254,5307
721342101,2060,88,3035,3123
721342201,2060,140,8316,8456
721342202,2060,46,3057,3103
721342301,22204,7,1457,1465
721351101,154,45,2133,2178
721351201,617,41,1467,1508
721351202,617,61,2849,2909
721351301,1403,41,1208,1249
721352101,1850,110,9576,9686
721352201,4163,50,4397,4447
721352202,4163,53,1533,1586
721352301,15266,30,2953,2982
721361101,184,61,7251,7312
721361201,830,44,5936,5980
721361202,830,36,2584,2621
721361301,571,40,8170,8210
721362101,2396,37,8222,8259
721362201,14139,60,2580,2641
721362202,14139,29,3361,3390
721362301,959,85,5898,5983
721371101,532,92,5422,5514
721371201,3694,52,3802,3854
721371202,3694,38,6307,6344
721371301,53,54,5760,5814
721372101,2126,58,7325,7383
721372201,15522,21,2784,2804
721372202,15522,41,17368,17409
721372301,213,55,3131,3186
721381101,279,42,3082,3125
721381201,1731,95,2353,2447
721381202,1731,28,1036,1064
721381301,363,51,3284,3335
721382101,2234,32,2299,2331
721382201,11615,41,3309,3350
721382202,11615,3,456,459
721382301,2457,42,1441,1483
721391101,183,46,1309,1355
721391201,2890,26,688,713
721391202,2890,45,1023,1068
721391301,2191,63,1893,1956
721392101,1643,94,2634,2728
721392201,7393,48,2053,2101
721392202,7393,51,2227,2278
721392301,6024,49,1560,1609
721401101,573,65,5564,5629
721401201,1232,37,3001,3039
721401202,1232,17,2431,2448
721401301,4354,17,2705,2722
721402101,1719,66,5440,5505
721402201,2836,92,6272,6364
721402202,2836,31,2356,2387
721402301,11343,33,1383,1416
721411101,386,56,6216,6272
721411201,309,50,5249,5299
721411202,309,32,1285,1317
721411301,3898,19,783,803
721412101,2315,35,5914,5949
721412201,4515,26,1506,1532
721412202,4515,46,2713,2759
721412301,20607,10,1095,1105
721421101,298,71,6190,6261
721421201,1045,44,4611,4655
721421202,1045,32,1092,1124
721421301,1104,8,618,626
721422101,1045,55,5372,5427
721422201,1567,25,1448,1472
721422202,1567,32,3023,3056
721422301,19010,6,416,422
721431101,645,38,2576,2614
721431201,1613,54,2342,2396
721431202,1613,25,1393,1418
721431301,9354,34,674,708
721432101,2419,35,4228,4263
721432201,2540,83,3236,3318
721432202,2540,80,2005,2084
721432301,28547,74,1756,1830
721441101,90,40,2832,2872
721441201,338,51,1247,1299
721441202,338,84,11523,11607
721441301,4232,79,1976,2055
721442101,450,51,2081,2131
721442201,2139,58,2203,2261
721442202,2139,52,2260,2312
721442301,24312,118,4190,4308
721451101,121,54,2351,2405
721451201,453,75,2934,3009
721451202,453,50,3644,3695
721451301,1843,56,1299,1355
721452101,2266,53,2955,3007
721452201,4758,126,6632,6757
721452202,4758,39,2395,2434
721452301,24018,36,1591,1627
721461101,195,43,6503,6546
721461201,381,81,3271,3351
721461202,381,46,1743,1789
721461301,1524,111,3630,3740
721462101,2149,61,4098,4159
721462201,12573,44,3626,3670
721462202,12573,11,802,813
721462301,4298,17,584,602
721471101,508,73,4096,4169
721471201,2825,50,1539,1588
721471202,2825,61,1723,1784
721471301,2095,52,1984,2036
721472101,1904,27,2467,2494
721472201,6379,75,2298,2373
721472202,6379,68,2202,2270
721472301,4951,16,920,936
721481101,171,10,2006,2017
721481201,405,9,994,1003
721481202,405,13,3139,3152
721481301,3879,3,344,347
721482101,1705,17,1023,1040
721482201,1705,9,917,927
721482202,1705,13,738,752
721482301,17904,19,571,590
721491101,791,21,2623,2644
721491201,1700,10,608,618
721491202,1700,24,1417,1441
721491301,6722,39,3907,3946
721492101,475,42,2796,2838
721492201,2135,38,2409,2447
721492202,2135,40,2823,2864
721492301,22777,68,2155,2223
721501101,86,68,6878,6945
721501201,230,44,3877,3921
721501202,230,66,1864,1930
721501301,1350,36,1819,1855
721502101,732,76,6698,6774
721502201,3784,36,2083,2119
721502202,3784,41,1844,1885
721502301,19530,28,1129,1156
721511101,486,61,10803,10863
721511201,1845,19,457,476
721511202,1845,40,1872,1913
721511301,8547,38,1245,1282
721512101,1166,35,3792,3827
721512201,4274,60,2891,2951
721512202,4274,59,3279,3338
721512301,14569,13,1476,1489
721521101,429,20,1267,1288
721521201,1358,18,4037,4055
721521202,1358,89,3212,3300
721521301,4862,84,3015,3099
721522101,1501,94,2819,2913
721522201,1287,49,2293,2343
721522202,1287,79,5788,5867
721522301,18017,43,1573,1616
721531101,258,88,3225,3313
721531201,1246,48,1613,1660
721531202,1246,37,2812,2849
721531301,1547,33,2345,2377
721532101,1834,79,6566,6645
721532201,5615,43,3471,3514
721532202,5615,20,1626,1646
721532301,16961,55,2771,2827
721541101,447,133,6732,6865
721541201,1063,34,624,658
721541202,1063,69,3089,3158
721541301,9732,125,6594,6719
721542101,1119,40,5007,5047
721542201,2573,20,1141,1161
721542202,2573,16,1832,1848
721542301,14989,35,1914,1949
721551101,190,28,3952,3981
721551201,2188,38,2038,2076
721551202,2188,43,2639,2682
721551301,381,27,1698,1725
721552101,2283,42,2321,2363
721552201,6736,32,1461,1493
721552202,6736,18,837,855
721552301,14385,36,1200,1236
721561101,464,58,8502,8560
721561201,1368,46,7899,7945
721561202,1368,58,2516,2574
721561301,4082,53,4192,4245
721562101,464,63,5888,5951
721562201,6378,66,3614,3679
721562202,6378,18,465,483
721562301,18554,40,1587,1627
721571101,475,78,3075,3154
721571102,475,48,2892,2941
721571201,3678,51,1450,1501
721571202,3678,54,1133,1187
721571203,3678,28,657,685
721571204,3678,31,684,715
721571301,10204,28,1677,1706
721571302,10204,22,584,606
721581101,707,77,7730,7807
721581102,707,101,4851,4952
721581201,3109,31,1757,1788
721581202,3109,68,2517,2585
721581203,3109,47,2128,2175
721581204,3109,62,5087,5149
721581301,10527,35,1310,1345
721581302,10527,24,1545,1569
721591101,93,68,2899,2967
721591201,1626,56,2946,3002
721591202,1626,22,926,948
721591301,805,34,1300,1334
721592101,1115,93,3182,3275
721592201,8920,89,12687,12776
721592202,8920,97,7899,7997
721592301,10314,79,3214,3293
721601101,141,88,28372,28460
721601201,1476,93,3965,4058
721601202,1476,39,3324,3363
721601301,5412,240,15730,15970
721602101,211,68,9177,9244
721602201,3374,56,1735,1791
721602202,3374,72,2643,2715
721602301,14761,32,1770,1802
721611101,583,53,4079,4133
721611102,583,25,4576,4601
721611201,875,58,1336,1394
721611202,875,13,363,376
721611203,875,30,2647,2677
721611204,875,30,919,949
721611301,12636,44,1549,1593
721611302,12636,46,1918,1963
721621101,805,44,2395,2439
721621102,805,41,2013,2053
721621201,2482,52,2400,2452
721621202,2482,65,2807,2872
721621203,2482,26,831,857
721621204,2482,27,816,843
721621301,8183,34,911,945
721621302,8183,35,2959,2994
721631101,82,127,11264,11391
721631201,412,69,3453,3522
721631202,412,81,2476,2557
721631301,7745,34,668,702
721632101,824,58,6461,6520
721632201,2225,34,1673,1707
721632202,2225,41,1557,1597
721632301,10712,64,2091,2155
721641101,3366,66,2336,2402
721641102,3366,60,1931,1991
721641201,1894,44,3281,3326
721641202,1894,68,2576,2644
721641203,1894,43,1877,1920
721641204,1894,76,2097,2173
721641301,8837,24,847,870
721641302,8837,34,1185,1220
721651101,124,109,9190,9299
721651201,1113,23,1207,1230
721651202,1113,164,9588,9751
721651301,10879,129,5958,6088
721652101,1731,68,6656,6724
721652201,371,64,3860,3924
721652202,371,66,4028,4094
721652301,21264,32,930,962
721661101,756,106,7499,7605
721661102,756,130,8983,9113
721661201,708,49,2660,2709
721661202,708,34,1982,2016
721661203,708,76,1235,1312
721661204,708,32,1404,1436
721661301,10580,122,6231,6353
721661302,10580,28,731,758
721671101,96,34,3540,3574
721671201,721,34,3119,3153
721671202,721,20,1842,1862
721671301,154,23,1842,1865
721672101,1154,75,3872,3947
721672201,5770,60,3240,3300
721672202,5770,35,1908,1943
721672301,7155,40,1823,1863
721681101,54,97,11674,11771
721681201,623,8,1368,1377
721681202,623,29,1411,1440
721681301,6448,20,1311,1332
721682101,217,58,5720,5778
721682201,2818,46,5524,5570
721682202,2818,18,822,840
721682301,21025,28,1605,1634
721691101,457,27,2999,3026
721691201,1600,35,3048,3082
721691202,1600,25,2577,2602
721691301,2155,24,1870,1894
721692101,980,32,1104,1136
721692201,3918,29,813,842
721692202,3918,60,2968,3028
721692301,6857,20,684,705
721701101,1063,55,3540,3595
721701102,1063,94,5192,5285
721701201,1488,42,4467,4509
721701202,1488,36,2593,2629
721701203,1488,51,3547,3597
721701204,1488,15,706,721
721701301,14774,43,1224,1267
721701302,14774,32,953,985
721711101,264,56,2367,2422
721711201,725,43,1682,1725
721711202,725,84,3238,3322
721711301,7913,23,1667,1690
721712101,1780,104,4706,4810
721712201,1088,67,2021,2088
721712202,1088,59,4059,4118
721712301,20179,65,15690,15755
721721101,325,47,2063,2110
721721201,465,37,3198,3235
721721202,465,57,1306,1363
721721301,5160,15,1955,1970
721722101,1859,73,10047,10120
721722201,1395,39,2200,2239
721722202,1395,60,3714,3774
721722301,23011,29,1572,1602
721731101,46,102,8218,8320
721731201,782,64,3553,3618
721731202,782,25,4014,4040
721731301,434,35,1897,1932
721732101,496,104,5535,5639
721732201,6694,48,2350,2397
721732202,6694,248,17919,18167
721732301,11404,72,1188,1259
721741101,936,30,1696,1725
721741201,1144,49,1257,1306
721741202,1144,42,1455,1497
721741301,8320,21,2228,2249
721742101,1664,70,3937,4006
721742201,3640,81,2611,2692
721742202,3640,57,1930,1986
721742301,12688,20,1315,1335
721751101,85,64,17536,17600
721751201,466,60,1737,1797
721751202,466,34,798,832
721751301,3474,28,855,883
721752101,508,50,1124,1174
721752201,890,45,1160,1206
721752202,890,47,861,908
721752301,30251,26,985,1011
721761101,232,129,20395,20524
721761201,2187,8,298,306
721761202,2187,46,1074,1119
721761301,968,99,3263,3362
721762101,232,86,8694,8780
721762201,6039,40,2182,2223
721762202,6039,111,2838,2949
721762301,16490,75,2104,2179
721771101,704,59,2978,3037
721771102,704,38,1201,1239
721771201,1796,30,2517,2547
721771202,1796,46,2009,2056
721771203,1796,34,24157,24191
721771204,1796,21,3493,3514
721771301,12116,60,2398,2458
721771302,12116,20,585,605
721781101,635,37,3435,3472
721781201,371,54,3258,3312
721781202,371,40,2573,2613
721781301,10485,23,1283,1306
721782101,847,67,5672,5739
721782201,741,28,2144,2171
721782202,741,23,1708,1731
721782301,20970,18,765,783
721791101,175,60,6707,6766
721791102,175,49,2622,2672
721791201,1447,48,1089,1136
721791202,1447,8,283,291
721791203,1447,33,763,796
721791204,1447,10,579,588
721791301,13420,54,4475,4528
721791302,13420,24,868,892
721801101,139,50,13229,13278
721801201,582,77,7361,7438
721801202,582,1,3571,3572
721801301,763,61,5481,5542
721802101,1054,70,5433,5503
721802201,8694,38,3048,3086
721802202,8694,34,1970,2004
721802301,12119,46,3572,3618
721811101,580,51,10068,10119
721811201,986,59,2205,2264
721811202,986,30,2614,2645
721811301,6035,55,3274,3329
721812101,1625,42,2576,2618
721812201,8240,36,2526,2562
721812202,8240,12,1473,1485
721812301,5339,38,2613,2651
721821101,468,63,2580,2643
